Gattung,GewogenAm,TVDID,GewichtBezahlt,TVD,
640 - SPG Stierkalb,2017-01-27,120132916047,72,CH120132916047,
640 - SPG Stierkalb,2017-01-27,120129508071,72,CH120129508071,
650 - SPG Kuhkalb,2017-01-27,120126268329,72,CH120126268329,
650 - SPG Kuhkalb,2017-01-27,120132523092,72,CH120132523092,
650 - SPG Kuhkalb,2017-01-27,120119118853,72,CH120119118853,
650 - SPG Kuhkalb,2017-01-27,120124457626,72,CH120124457626,
640 - SPG Stierkalb,2017-01-27,120134727931,73,CH120134727931,
640 - SPG Stierkalb,2017-01-27,120134453625,73,CH120134453625,
640 - SPG Stierkalb,2017-01-27,120133683238,73,CH120133683238,
650 - SPG Kuhkalb,2017-01-27,120134189944,73,CH120134189944,
640 - SPG Stierkalb,2017-01-27,120133117313,74,CH120133117313,
640 - SPG Stierkalb,2017-01-27,120125775019,74,CH120125775019,
650 - SPG Kuhkalb,2017-01-27,120131493686,74,CH120131493686,
650 - SPG Kuhkalb,2017-01-27,120129713796,74,CH120129713796,
650 - SPG Kuhkalb,2017-01-27,120133540487,74,CH120133540487,
650 - SPG Kuhkalb,2017-01-27,120131789710,74,CH120131789710,
650 - SPG Kuhkalb,2017-01-27,120125379569,74,CH120125379569,
640 - SPG Stierkalb,2017-01-27,120126828622,75,CH120126828622,
640 - SPG Stierkalb,2017-01-27,120114438666,75,CH120114438666,
640 - SPG Stierkalb,2017-01-27,120127958908,75,CH120127958908,
640 - SPG Stierkalb,2017-01-27,120129941588,75,CH120129941588,
640 - SPG Stierkalb,2017-01-27,120133752545,75,CH120133752545,
640 - SPG Stierkalb,2017-01-27,120130905678,75,CH120130905678,
640 - SPG Stierkalb,2017-01-27,120130905692,75,CH120130905692,
640 - SPG Stierkalb,2017-01-27,120129404472,75,CH120129404472,
640 - SPG Stierkalb,2017-01-27,120130927328,75,CH120130927328,
640 - SPG Stierkalb,2017-01-27,120127059230,75,CH120127059230,
640 - SPG Stierkalb,2017-01-27,120127059247,75,CH120127059247,
640 - SPG Stierkalb,2017-01-27,120127062124,75,CH120127062124,
640 - SPG Stierkalb,2017-01-27,120127062131,75,CH120127062131,
640 - SPG Stierkalb,2017-01-27,120125566457,75,CH120125566457,
640 - SPG Stierkalb,2017-01-27,120128584540,75,CH120128584540,
640 - SPG Stierkalb,2017-01-27,120134630767,75,CH120134630767,
640 - SPG Stierkalb,2017-01-27,120130682050,75,CH120130682050,
640 - SPG Stierkalb,2017-01-27,120132446568,75,CH120132446568,
640 - SPG Stierkalb,2017-01-27,120130977927,75,CH120130977927,
640 - SPG Stierkalb,2017-01-27,120121593631,75,CH120121593631,
640 - SPG Stierkalb,2017-01-27,120131338475,75,CH120131338475,
640 - SPG Stierkalb,2017-01-27,120116724828,75,CH120116724828,
640 - SPG Stierkalb,2017-01-27,120129432178,75,CH120129432178,
640 - SPG Stierkalb,2017-01-27,120132419791,75,CH120132419791,
640 - SPG Stierkalb,2017-01-27,120066013911,75,CH120066013911,
640 - SPG Stierkalb,2017-01-27,120131493679,75,CH120131493679,
640 - SPG Stierkalb,2017-01-27,120131108924,75,CH120131108924,
640 - SPG Stierkalb,2017-01-27,120131108917,75,CH120131108917,
640 - SPG Stierkalb,2017-01-27,120127024450,75,CH120127024450,
640 - SPG Stierkalb,2017-01-27,120132530533,75,CH120132530533,
640 - SPG Stierkalb,2017-01-27,120113295567,75,CH120113295567,
640 - SPG Stierkalb,2017-01-27,120113295598,75,CH120113295598,
640 - SPG Stierkalb,2017-01-27,120134381973,75,CH120134381973,
640 - SPG Stierkalb,2017-01-27,120132705177,75,CH120132705177,
640 - SPG Stierkalb,2017-01-27,120132257393,75,CH120132257393,
640 - SPG Stierkalb,2017-01-27,120130268957,75,CH120130268957,
640 - SPG Stierkalb,2017-01-27,120120540056,75,CH120120540056,
640 - SPG Stierkalb,2017-01-27,120121440140,75,CH120121440140,
640 - SPG Stierkalb,2017-01-27,120129361935,75,CH120129361935,
640 - SPG Stierkalb,2017-01-27,120120248242,75,CH120120248242,
640 - SPG Stierkalb,2017-01-27,120129361942,75,CH120129361942,
640 - SPG Stierkalb,2017-01-27,120127828157,75,CH120127828157,
640 - SPG Stierkalb,2017-01-27,120130395615,75,CH120130395615,
640 - SPG Stierkalb,2017-01-27,120064232048,75,CH120064232048,
640 - SPG Stierkalb,2017-01-27,120131182672,75,CH120131182672,
640 - SPG Stierkalb,2017-01-27,120129827509,75,CH120129827509,
640 - SPG Stierkalb,2017-01-27,120131653127,75,CH120131653127,
640 - SPG Stierkalb,2017-01-27,120123314814,75,CH120123314814,
640 - SPG Stierkalb,2017-01-27,120123314838,75,CH120123314838,
640 - SPG Stierkalb,2017-01-27,120131763796,75,CH120131763796,
650 - SPG Kuhkalb,2017-01-27,120131897163,75,CH120131897163,
650 - SPG Kuhkalb,2017-01-27,120132916016,75,CH120132916016,
650 - SPG Kuhkalb,2017-01-27,120128670151,75,CH120128670151,
650 - SPG Kuhkalb,2017-01-27,120129941571,75,CH120129941571,
650 - SPG Kuhkalb,2017-01-27,120129430099,75,CH120129430099,
650 - SPG Kuhkalb,2017-01-27,120127417498,75,CH120127417498,
650 - SPG Kuhkalb,2017-01-27,120130418154,75,CH120130418154,
650 - SPG Kuhkalb,2017-01-27,120126734978,75,CH120126734978,
650 - SPG Kuhkalb,2017-01-27,120132246533,75,CH120132246533,
650 - SPG Kuhkalb,2017-01-27,120127206917,75,CH120127206917,
650 - SPG Kuhkalb,2017-01-27,120130242506,75,CH120130242506,
650 - SPG Kuhkalb,2017-01-27,120127831324,75,CH120127831324,
650 - SPG Kuhkalb,2017-01-27,120128756909,75,CH120128756909,
650 - SPG Kuhkalb,2017-01-27,120131286837,75,CH120131286837,
650 - SPG Kuhkalb,2017-01-27,120131286820,75,CH120131286820,
650 - SPG Kuhkalb,2017-01-27,120129410879,75,CH120129410879,
650 - SPG Kuhkalb,2017-01-27,120130154526,75,CH120130154526,
650 - SPG Kuhkalb,2017-01-27,120133475963,75,CH120133475963,
650 - SPG Kuhkalb,2017-01-27,120123234334,75,CH120123234334,
650 - SPG Kuhkalb,2017-01-27,120123234341,75,CH120123234341,
650 - SPG Kuhkalb,2017-01-27,120132402717,75,CH120132402717,
650 - SPG Kuhkalb,2017-01-27,120129834965,75,CH120129834965,
650 - SPG Kuhkalb,2017-01-27,120131659877,75,CH120131659877,
650 - SPG Kuhkalb,2017-02-03,120133752521,58,CH120133752521,
640 - SPG Stierkalb,2017-02-03,120127705922,64,CH120127705922,
640 - SPG Stierkalb,2017-02-03,120128057532,65,CH120128057532,
650 - SPG Kuhkalb,2017-02-03,120134834769,65,CH120134834769,
640 - SPG Stierkalb,2017-02-03,120120222471,66,CH120120222471,
650 - SPG Kuhkalb,2017-02-03,120131924173,66,CH120131924173,
640 - SPG Stierkalb,2017-02-03,120120222464,67,CH120120222464,
640 - SPG Stierkalb,2017-02-03,120126577414,67,CH120126577414,
650 - SPG Kuhkalb,2017-02-03,120129776418,68,CH120129776418,
650 - SPG Kuhkalb,2017-02-03,120129366602,69,CH120129366602,
640 - SPG Stierkalb,2017-02-03,120130307632,70,CH120130307632,
640 - SPG Stierkalb,2017-02-03,120129776449,70,CH120129776449,
650 - SPG Kuhkalb,2017-02-03,120126810337,70,CH120126810337,
650 - SPG Kuhkalb,2017-02-03,120124573401,70,CH120124573401,
650 - SPG Kuhkalb,2017-02-03,120129717190,70,CH120129717190,
640 - SPG Stierkalb,2017-02-03,120129776432,71,CH120129776432,
640 - SPG Stierkalb,2017-02-03,120133700676,71,CH120133700676,
640 - SPG Stierkalb,2017-02-03,120133781989,71,CH120133781989,
640 - SPG Stierkalb,2017-02-03,120131141136,71,CH120131141136,
650 - SPG Kuhkalb,2017-02-03,120133752552,71,CH120133752552,
650 - SPG Kuhkalb,2017-02-03,120131116417,71,CH120131116417,
650 - SPG Kuhkalb,2017-02-03,120131297376,71,CH120131297376,
640 - SPG Stierkalb,2017-02-03,120129239050,72,CH120129239050,
650 - SPG Kuhkalb,2017-02-03,120128501004,72,CH120128501004,
640 - SPG Stierkalb,2017-02-03,120122884295,73,CH120122884295,
640 - SPG Stierkalb,2017-02-03,120064068852,73,CH120064068852,
640 - SPG Stierkalb,2017-02-03,120132216048,73,CH120132216048,
640 - SPG Stierkalb,2017-02-03,120131248453,73,CH120131248453,
650 - SPG Kuhkalb,2017-02-03,120133119683,73,CH120133119683,
650 - SPG Kuhkalb,2017-02-03,120130762905,73,CH120130762905,
650 - SPG Kuhkalb,2017-02-03,120124905950,73,CH120124905950,
650 - SPG Kuhkalb,2017-02-03,120127555206,73,CH120127555206,
640 - SPG Stierkalb,2017-02-03,120131879411,74,CH120131879411,
650 - SPG Kuhkalb,2017-02-03,120129776425,74,CH120129776425,
650 - SPG Kuhkalb,2017-02-03,120129540415,74,CH120129540415,
650 - SPG Kuhkalb,2017-02-03,120133752569,74,CH120133752569,
640 - SPG Stierkalb,2017-02-03,120118570942,75,CH120118570942,
640 - SPG Stierkalb,2017-02-03,120129647749,75,CH120129647749,
640 - SPG Stierkalb,2017-02-03,120132056491,75,CH120132056491,
640 - SPG Stierkalb,2017-02-03,120131160694,75,CH120131160694,
640 - SPG Stierkalb,2017-02-03,120128761453,75,CH120128761453,
640 - SPG Stierkalb,2017-02-03,120128527905,75,CH120128527905,
640 - SPG Stierkalb,2017-02-03,120130307649,75,CH120130307649,
640 - SPG Stierkalb,2017-02-03,120132441181,75,CH120132441181,
640 - SPG Stierkalb,2017-02-03,120131705154,75,CH120131705154,
640 - SPG Stierkalb,2017-02-03,120131705147,75,CH120131705147,
640 - SPG Stierkalb,2017-02-03,120126367213,75,CH120126367213,
640 - SPG Stierkalb,2017-02-03,120129540408,75,CH120129540408,
640 - SPG Stierkalb,2017-02-03,120129717244,75,CH120129717244,
640 - SPG Stierkalb,2017-02-03,120128095923,75,CH120128095923,
640 - SPG Stierkalb,2017-02-03,120064068876,75,CH120064068876,
640 - SPG Stierkalb,2017-02-03,120127484575,75,CH120127484575,
640 - SPG Stierkalb,2017-02-03,120128057563,75,CH120128057563,
640 - SPG Stierkalb,2017-02-03,120132766086,75,CH120132766086,
640 - SPG Stierkalb,2017-02-03,120132475223,75,CH120132475223,
640 - SPG Stierkalb,2017-02-03,120127206931,75,CH120127206931,
640 - SPG Stierkalb,2017-02-03,120133340810,75,CH120133340810,
640 - SPG Stierkalb,2017-02-03,120130143797,75,CH120130143797,
640 - SPG Stierkalb,2017-02-03,120127343742,75,CH120127343742,
640 - SPG Stierkalb,2017-02-03,120124905943,75,CH120124905943,
640 - SPG Stierkalb,2017-02-03,120125125395,75,CH120125125395,
640 - SPG Stierkalb,2017-02-03,120125459605,75,CH120125459605,
640 - SPG Stierkalb,2017-02-03,120130558805,75,CH120130558805,
640 - SPG Stierkalb,2017-02-03,120132257386,75,CH120132257386,
640 - SPG Stierkalb,2017-02-03,120127053955,75,CH120127053955,
640 - SPG Stierkalb,2017-02-03,120126336806,75,CH120126336806,
640 - SPG Stierkalb,2017-02-03,120126837419,75,CH120126837419,
640 - SPG Stierkalb,2017-02-03,120127160318,75,CH120127160318,
640 - SPG Stierkalb,2017-02-03,120130385234,75,CH120130385234,
640 - SPG Stierkalb,2017-02-03,120118570942,75,CH120118570942,
640 - SPG Stierkalb,2017-02-03,120126367213,75,CH120126367213,
640 - SPG Stierkalb,2017-02-03,120123202197,75,CH120123202197,
640 - SPG Stierkalb,2017-02-03,120131705147,75,CH120131705147,
640 - SPG Stierkalb,2017-02-03,120131705154,75,CH120131705154,
640 - SPG Stierkalb,2017-02-03,120132441181,75,CH120132441181,
650 - SPG Kuhkalb,2017-02-03,120118570935,75,CH120118570935,
650 - SPG Kuhkalb,2017-02-03,120123346952,75,CH120123346952,
650 - SPG Kuhkalb,2017-02-03,120131587767,75,CH120131587767,
650 - SPG Kuhkalb,2017-02-03,120126875176,75,CH120126875176,
650 - SPG Kuhkalb,2017-02-03,120130499078,75,CH120130499078,
650 - SPG Kuhkalb,2017-02-03,120129776388,75,CH120129776388,
650 - SPG Kuhkalb,2017-02-03,120129776401,75,CH120129776401,
650 - SPG Kuhkalb,2017-02-03,120132714872,75,CH120132714872,
650 - SPG Kuhkalb,2017-02-03,120130786093,75,CH120130786093,
650 - SPG Kuhkalb,2017-02-03,120129707979,75,CH120129707979,
650 - SPG Kuhkalb,2017-02-03,120128849830,75,CH120128849830,
650 - SPG Kuhkalb,2017-02-03,120123245873,75,CH120123245873,
650 - SPG Kuhkalb,2017-02-03,120128780447,75,CH120128780447,
650 - SPG Kuhkalb,2017-02-03,120129857452,75,CH120129857452,
650 - SPG Kuhkalb,2017-02-03,120132475230,75,CH120132475230,
650 - SPG Kuhkalb,2017-02-03,120134630781,75,CH120134630781,
650 - SPG Kuhkalb,2017-02-03,120131789734,75,CH120131789734,
650 - SPG Kuhkalb,2017-02-03,120124541516,75,CH120124541516,
650 - SPG Kuhkalb,2017-02-03,120128233974,75,CH120128233974,
650 - SPG Kuhkalb,2017-02-03,120128233981,75,CH120128233981,
650 - SPG Kuhkalb,2017-02-03,120126441395,75,CH120126441395,
650 - SPG Kuhkalb,2017-02-03,120134358166,75,CH120134358166,
650 - SPG Kuhkalb,2017-02-03,120131872405,75,CH120131872405,
650 - SPG Kuhkalb,2017-02-03,120128411860,75,CH120128411860,
650 - SPG Kuhkalb,2017-02-10,120133935245,50,CH120133935245,
640 - SPG Stierkalb,2017-02-10,120121340174,55,CH120121340174,
650 - SPG Kuhkalb,2017-02-10,120133935238,56,CH120133935238,
650 - SPG Kuhkalb,2017-02-10,120121340167,57,CH120121340167,
650 - SPG Kuhkalb,2017-02-10,120122371696,58,CH120122371696,
650 - SPG Kuhkalb,2017-02-10,120126239084,59,CH120126239084,
650 - SPG Kuhkalb,2017-02-10,120126239107,61,CH120126239107,
640 - SPG Stierkalb,2017-02-10,120128339485,62,CH120128339485,
640 - SPG Stierkalb,2017-02-10,120127762024,62,CH120127762024,
640 - SPG Stierkalb,2017-02-10,120130563298,64,CH120130563298,
650 - SPG Kuhkalb,2017-02-10,120130223215,64,CH120130223215,
640 - SPG Stierkalb,2017-02-10,120127281457,65,CH120127281457,
650 - SPG Kuhkalb,2017-02-10,120127281426,65,CH120127281426,
650 - SPG Kuhkalb,2017-02-10,120128802545,65,CH120128802545,
640 - SPG Stierkalb,2017-02-10,120130223222,67,CH120130223222,
640 - SPG Stierkalb,2017-02-10,120129430105,67,CH120129430105,
640 - SPG Stierkalb,2017-02-10,120132311668,67,CH120132311668,
640 - SPG Stierkalb,2017-02-10,120126239091,68,CH120126239091,
640 - SPG Stierkalb,2017-02-10,120129540439,68,CH120129540439,
650 - SPG Kuhkalb,2017-02-10,120126920265,68,CH120126920265,
640 - SPG Stierkalb,2017-02-10,120134084461,70,CH120134084461,
640 - SPG Stierkalb,2017-02-10,120130273005,70,CH120130273005,
640 - SPG Stierkalb,2017-02-10,120129430143,70,CH120129430143,
640 - SPG Stierkalb,2017-02-10,120126441425,70,CH120126441425,
650 - SPG Kuhkalb,2017-02-10,120130917312,70,CH120130917312,
650 - SPG Kuhkalb,2017-02-10,120128339461,70,CH120128339461,
640 - SPG Stierkalb,2017-02-10,120130003190,71,CH120130003190,
640 - SPG Stierkalb,2017-02-10,120130563281,71,CH120130563281,
640 - SPG Stierkalb,2017-02-10,120126738204,71,CH120126738204,
640 - SPG Stierkalb,2017-02-10,120133740832,71,CH120133740832,
640 - SPG Stierkalb,2017-02-10,120126349837,71,CH120126349837,
640 - SPG Stierkalb,2017-02-10,120124541530,71,CH120124541530,
650 - SPG Kuhkalb,2017-02-10,120112141483,71,CH120112141483,
650 - SPG Kuhkalb,2017-02-10,120124541486,71,CH120124541486,
640 - SPG Stierkalb,2017-02-10,120134699313,72,CH120134699313,
640 - SPG Stierkalb,2017-02-10,120131181408,72,CH120131181408,
650 - SPG Kuhkalb,2017-02-10,120133762360,72,CH120133762360,
640 - SPG Stierkalb,2017-02-10,120126954178,73,CH120126954178,
640 - SPG Stierkalb,2017-02-10,120133692865,73,CH120133692865,
640 - SPG Stierkalb,2017-02-10,120127401831,73,CH120127401831,
650 - SPG Kuhkalb,2017-02-10,120132289882,73,CH120132289882,
640 - SPG Stierkalb,2017-02-10,120126349820,74,CH120126349820,
650 - SPG Kuhkalb,2017-02-10,120113745970,74,CH120113745970,
650 - SPG Kuhkalb,2017-02-10,120113745963,74,CH120113745963,
640 - SPG Stierkalb,2017-02-10,120128625120,75,CH120128625120,
640 - SPG Stierkalb,2017-02-10,120132704248,75,CH120132704248,
640 - SPG Stierkalb,2017-02-10,120130616079,75,CH120130616079,
640 - SPG Stierkalb,2017-02-10,120130786147,75,CH120130786147,
640 - SPG Stierkalb,2017-02-10,120127855696,75,CH120127855696,
640 - SPG Stierkalb,2017-02-10,120134878565,75,CH120134878565,
640 - SPG Stierkalb,2017-02-10,120126295950,75,CH120126295950,
640 - SPG Stierkalb,2017-02-10,120123372272,75,CH120123372272,
640 - SPG Stierkalb,2017-02-10,120128849847,75,CH120128849847,
640 - SPG Stierkalb,2017-02-10,120128849854,75,CH120128849854,
640 - SPG Stierkalb,2017-02-10,120130917343,75,CH120130917343,
640 - SPG Stierkalb,2017-02-10,120130917299,75,CH120130917299,
640 - SPG Stierkalb,2017-02-10,120130917206,75,CH120130917206,
640 - SPG Stierkalb,2017-02-10,120129857469,75,CH120129857469,
640 - SPG Stierkalb,2017-02-10,120131285069,75,CH120131285069,
640 - SPG Stierkalb,2017-02-10,120131941590,75,CH120131941590,
640 - SPG Stierkalb,2017-02-10,120132766109,75,CH120132766109,
640 - SPG Stierkalb,2017-02-10,120133740825,75,CH120133740825,
640 - SPG Stierkalb,2017-02-10,120132190355,75,CH120132190355,
640 - SPG Stierkalb,2017-02-10,120131278283,75,CH120131278283,
640 - SPG Stierkalb,2017-02-10,120127455544,75,CH120127455544,
640 - SPG Stierkalb,2017-02-10,120131515548,75,CH120131515548,
640 - SPG Stierkalb,2017-02-10,120131185826,75,CH120131185826,
640 - SPG Stierkalb,2017-02-10,120129331037,75,CH120129331037,
640 - SPG Stierkalb,2017-02-10,120127831331,75,CH120127831331,
640 - SPG Stierkalb,2017-02-10,120133642433,75,CH120133642433,
640 - SPG Stierkalb,2017-02-10,120130724897,75,CH120130724897,
640 - SPG Stierkalb,2017-02-10,120070867432,75,CH120070867432,
640 - SPG Stierkalb,2017-02-10,120129713802,75,CH120129713802,
640 - SPG Stierkalb,2017-02-10,120128501011,75,CH120128501011,
640 - SPG Stierkalb,2017-02-10,120128501028,75,CH120128501028,
640 - SPG Stierkalb,2017-02-10,120126926175,75,CH120126926175,
640 - SPG Stierkalb,2017-02-10,120117953982,75,CH120117953982,
640 - SPG Stierkalb,2017-02-10,120130476147,75,CH120130476147,
640 - SPG Stierkalb,2017-02-10,120130402313,75,CH120130402313,
640 - SPG Stierkalb,2017-02-10,120133477776,75,CH120133477776,
640 - SPG Stierkalb,2017-02-10,120119840235,75,CH120119840235,
640 - SPG Stierkalb,2017-02-10,120125775033,75,CH120125775033,
640 - SPG Stierkalb,2017-02-10,120131298458,75,CH120131298458,
640 - SPG Stierkalb,2017-02-10,120123021354,75,CH120123021354,
640 - SPG Stierkalb,2017-02-10,120128209399,75,CH120128209399,
640 - SPG Stierkalb,2017-02-10,120118293971,75,CH120118293971,
650 - SPG Kuhkalb,2017-02-10,120128622693,75,CH120128622693,
650 - SPG Kuhkalb,2017-02-10,120123918791,75,CH120123918791,
650 - SPG Kuhkalb,2017-02-10,120131205890,75,CH120131205890,
650 - SPG Kuhkalb,2017-02-10,120129996953,75,CH120129996953,
650 - SPG Kuhkalb,2017-02-10,120132056507,75,CH120132056507,
650 - SPG Kuhkalb,2017-02-10,120129871878,75,CH120129871878,
650 - SPG Kuhkalb,2017-02-10,120129871885,75,CH120129871885,
650 - SPG Kuhkalb,2017-02-10,120132812844,75,CH120132812844,
650 - SPG Kuhkalb,2017-02-10,120132257416,75,CH120132257416,
650 - SPG Kuhkalb,2017-02-10,120132783847,75,CH120132783847,
650 - SPG Kuhkalb,2017-02-10,120131515531,75,CH120131515531,
650 - SPG Kuhkalb,2017-02-10,120131515555,75,CH120131515555,
650 - SPG Kuhkalb,2017-02-10,120130563533,75,CH120130563533,
650 - SPG Kuhkalb,2017-02-10,120129402881,75,CH120129402881,
650 - SPG Kuhkalb,2017-02-10,120131789741,75,CH120131789741,
650 - SPG Kuhkalb,2017-02-10,120130724910,75,CH120130724910,
650 - SPG Kuhkalb,2017-02-10,120130154533,75,CH120130154533,
650 - SPG Kuhkalb,2017-02-10,120131814337,75,CH120131814337,
650 - SPG Kuhkalb,2017-02-10,120132292165,75,CH120132292165,
650 - SPG Kuhkalb,2017-02-17,120132684021,45,CH120132684021,
650 - SPG Kuhkalb,2017-02-17,120126828608,57,CH120126828608,
640 - SPG Stierkalb,2017-02-17,120123926260,62,CH120123926260,
650 - SPG Kuhkalb,2017-02-17,120129540446,62,CH120129540446,
650 - SPG Kuhkalb,2017-02-17,120131545330,63,CH120131545330,
640 - SPG Stierkalb,2017-02-17,120129540453,64,CH120129540453,
650 - SPG Kuhkalb,2017-02-17,120134660528,64,CH120134660528,
650 - SPG Kuhkalb,2017-02-17,120123926406,64,CH120123926406,
640 - SPG Stierkalb,2017-02-17,120129857438,65,CH120129857438,
650 - SPG Kuhkalb,2017-02-17,120126274429,65,CH120126274429,
650 - SPG Kuhkalb,2017-02-17,120129041967,65,CH120129041967,
650 - SPG Kuhkalb,2017-02-17,120129540420,65,CH120129540420,
650 - SPG Kuhkalb,2017-02-17,120130472248,66,CH120130472248,
650 - SPG Kuhkalb,2017-02-17,120131741992,66,CH120131741992,
640 - SPG Stierkalb,2017-02-17,120129690714,67,CH120129690714,
640 - SPG Stierkalb,2017-02-17,120128577009,67,CH120128577009,
650 - SPG Kuhkalb,2017-02-17,120133917166,67,CH120133917166,
650 - SPG Kuhkalb,2017-02-17,120129430129,67,CH120129430129,
650 - SPG Kuhkalb,2017-02-17,120126274412,68,CH120126274412,
640 - SPG Stierkalb,2017-02-17,120126295585,69,CH120126295585,
640 - SPG Stierkalb,2017-02-17,120121440164,69,CH120121440164,
650 - SPG Kuhkalb,2017-02-17,120123926253,69,CH120123926253,
640 - SPG Stierkalb,2017-02-17,120129776463,70,CH120129776463,
650 - SPG Kuhkalb,2017-02-17,120130762912,70,CH120130762912,
